278,2
1001,2
622,2
201,2
594,2
777,2
975,2
343,2
392,2
205,2
937,2
573,2
823,2
966,2
547,2
146,2
322,2
514,2
616,2
761,2
829,2
222,2
155,2
423,2
907,2
157,2
158,2
180,2
192,2
646,2
350,2
382,2
908,2
263,2
904,2
852,2
484,2
351,2
321,2
346,2
344,2
208,2
617,2
380,2
105,2
398,2
251,2
183,2
720,2
603,2
381,2
54,2
390,2
377,2
391,2
388,2
19,2
873,2
708,2
582,2
558,2
140,2
1,2
534,2
498,2
483,2
549,2
144,2
608,2
256,2
545,2
461,2
43,2
472,2
561,2
643,2
189,2
190,2
312,2
74,2
226,2
269,2
219,2
261,2
310,2
298,2
697,2
342,2
906,2
178,2
221,2
345,2
224,2
230,2
147,2
53,2
67,2
300,2
317,2
466,2
552,2
856,2
701,2
711,2
288,2
93,2
299,2
686,2
60,2
666,2
816,2
648,2
57,2
139,2
881,2
846,2
866,2
922,2
954,2
931,2
932,2
239,2
159,2
235,2
927,2
928,2
160,2
238,2
245,2
242,2
241,2
236,2
811,2
89,2
305,2
370,2
807,2
257,2
297,2
426,2
490,2
529,2
645,2
374,2
135,2
522,2
554,2
599,2
555,2
536,2
524,2
778,2
767,2
523,2
837,2
602,2
707,2
481,2
537,2
668,2
564,2
485,2
449,2
141,2
430,2
448,2
447,2
16,2
593,2
336,2
165,2
274,2
335,2
323,2
580,2
934,2
930,2
957,2
923,2
488,2
489,2
452,2
422,2
559,2
453,2
567,2
265,2
667,2
571,2
824,2
266,2
609,2
650,2
467,2
497,2
913,2
268,2
721,2
267,2
566,2
675,2
958,2
952,2
429,2
389,2
396,2
696,2
749,2
565,2
386,2
275,2
691,2
800,2
715,2
544,2
611,2
600,2
951,2
991,2
620,2
176,2
196,2
887,2
209,2
827,2
833,2
804,2
588,2
103,2
744,2
1002,2
679,2
531,2
128,2
819,2
888,2
953,2
541,2
248,2
68,2
186,2
815,2
315,2
318,2
313,2
842,2
355,2
801,2
722,2
331,2
118,2
332,2
329,2
149,2
151,2
379,2
225,2
121,2
314,2
818,2
583,2
672,2
735,2
542,2
628,2
798,2
492,2
742,2
633,2
870,2
397,2
557,2
728,2
348,2
349,2
825,2
955,2
670,2
948,2
592,2
1000,2
940,2
206,2
621,2
893,2
892,2
769,2
938,2
371,2
779,2
726,2
415,2
450,2
604,2
606,2
917,2
847,2
746,2
639,2
890,2
663,2
513,2
110,2
231,2
597,2
899,2
867,2
924,2
73,2
525,2
716,2
886,2
271,2
939,2
884,2
687,2
817,2
979,2
553,2
972,2
992,2
714,2
959,2
970,2
963,2
652,2
280,2
642,2
478,2
878,2
910,2
365,2
936,2
674,2
644,2
511,2
586,2
433,2
560,2
619,2
618,2
956,2
971,2
727,2
812,2
590,2
718,2
653,2
997,2
457,2
834,2
743,2
673,2
455,2
111,2
693,2
229,2
113,2
220,2
624,2
695,2
540,2
790,2
436,2
759,2
610,2
651,2
925,2
464,2
508,2
752,2
738,2
920,2
528,2
903,2
717,2
764,2
443,2
737,2
416,2
853,2
515,2
112,2
502,2
822,2
838,2
477,2
990,2
1003,3
999,4
998,5
996,6
713,6
995,7
994,8
993,9
989,10
988,11
987,12
986,13
985,14
984,15
983,16
980,17
978,18
976,19
974,20
973,21
969,22
968,23
967,24
965,25
962,26
961,27
960,28
949,29
947,30
945,31
944,32
943,33
942,34
941,35
935,36
929,37
921,38
916,39
912,40
911,41
905,42
902,43
900,44
898,45
895,46
894,47
891,48
889,49
885,50
883,51
882,52
880,53
877,54
876,55
875,56
874,57
872,58
871,59
869,60
868,61
865,62
864,63
863,64
862,65
859,66
858,67
855,68
854,69
851,70
850,71
849,72
845,73
844,74
568,74
843,75
840,76
839,77
836,78
835,79
832,80
831,81
830,82
828,83
820,84
809,85
808,86
806,87
805,88
803,89
802,90
799,91
797,92
796,93
795,94
794,95
793,96
791,97
789,98
788,99
786,100
785,101
783,102
782,103
781,104
780,105
776,106
775,107
774,108
773,109
772,110
771,111
770,112
768,113
765,114
763,115
762,116
760,117
758,118
756,119
753,120
751,121
750,122
747,123
745,124
741,125
740,126
736,127
733,128
732,129
730,130
725,131
723,132
719,133
712,134
710,135
706,136
705,137
704,138
703,139
702,140
698,141
694,142
692,143
690,144
689,145
688,146
685,147
684,148
683,149
681,150
678,151
677,152
676,153
671,154
669,155
665,156
661,157
660,158
659,159
658,160
657,161
654,162
649,163
647,164
640,165
638,166
637,167
636,168
635,168
634,169
632,170
631,171
630,172
629,173
627,174
626,175
623,176
615,177
607,178
605,179
596,180
595,181
587,182
585,183
584,184
581,185
579,186
577,187
576,188
575,189
572,190
562,191
535,192
533,193
520,194
506,195
480,196
476,197
473,198
469,199
440,200
437,201
403,202
399,203
387,204
385,205
384,206
383,207
366,208
320,209
316,210
290,211
277,212
240,213
228,214
204,215
203,216
131,217
120,218
79,219
2,220
